order_id,user_id,purchase_datetime,country,purchase_channel,brand,category,subcategory,color,material,base_price,discount_pct,final_price,gender,age,height_cm,weight_kg,bmi,body_shape,chest_bust_cm,waist_cm,hip_cm,size_system,recommended_size,purchased_size,fit_feedback,fit_score,returned,return_reason
ORD250804382,U76461,2024-01-05 01:18:33,Singapore,Marketplace,W,Bottoms,Leggings,Purple,Silk,1219.16,15,1036.29,Female,26,153.0,50.9,21.7,Plus,80.7,64.0,85.4,Alpha,XS,M,Too Large,1,1,Size too large
ORD250810477,U53573,2023-11-13 04:46:34,UK,Web,Under Armour,Activewear,Compression Tee,White,Cotton,2123.14,60,849.26,Female,36,161.8,62.2,23.8,Athletic,88.2,69.7,92.7,Alpha,XS,XS,Perfect,5,0,None
ORD250805495,U91227,2025-05-23 22:45:33,Canada,App,Mango,Ethnicwear,Lehenga,Navy,Denim,7810.28,30,5467.2,Male,30,186.3,66.5,19.2,Hourglass,99.1,81.3,96.5,Alpha,M,M,Perfect,5,0,None
ORD250809825,U77898,2024-08-17 07:16:34,India,Marketplace,Calvin Klein,Tops,Sweatshirt,Black,Leather,1569.62,20,1255.7,Female,22,160.2,75.5,29.4,Athletic,95.3,74.7,98.6,Alpha,S,L,Too Large,1,1,Size too large
ORD250803907,U62949,2023-11-27 20:16:33,India,Store,Uniqlo,Footwear,Loafers,Green,Wool,2362.21,20,1889.77,Male,46,168.7,69.9,24.6,Plus,95.9,78.2,91.5,Numeric,8,7,Slightly Tight,2,1,Fit was slightly tight
ORD250803600,U83164,2024-08-10 22:52:33,India,Web,Tommy Hilfiger,Outerwear,Blazer,Black,Polyester,9848.29,20,7878.63,Male,27,173.4,75.6,25.1,Athletic,99.1,80.9,94.4,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250803518,U52803,2024-02-07 17:49:33,Canada,App,Allen Solly,Ethnicwear,Saree,Olive,Synthetic,7579.46,15,6442.54,Female,16,163.2,79.1,29.7,Plus,97.3,76.2,100.6,Alpha,S,S,Perfect,5,0,None
ORD250802612,U59457,2024-11-07 05:14:32,India,Web,Tommy Hilfiger,Footwear,Running Shoes,Yellow,Leather,9197.23,30,6438.06,Male,21,167.0,74.6,26.7,Inverted Triangle,97.5,79.4,92.3,Numeric,6,6,Perfect,5,0,None
ORD250800881,U81139,2025-04-25 23:23:32,India,Web,Under Armour,Bottoms,Jeans,Olive,Rayon,2794.13,15,2375.01,Male,23,150.9,99.2,43.6,Pear,108.9,87.3,97.2,Alpha,L,S,Too Small,1,1,Size too small
ORD250800519,U63546,2023-12-31 04:18:32,India,Web,Zara,Bottoms,Trousers,Blue,Blends,2536.08,0,2536.08,Female,40,165.9,70.5,25.6,Apple,93.0,73.3,97.2,Alpha,S,S,Perfect,5,0,None
ORD250805969,U98378,2025-06-02 23:25:33,India,Web,Under Armour,Dresses,Maxi,Olive,Blends,1998.37,25,1498.78,Male,37,176.1,63.6,20.5,Inverted Triangle,95.1,77.9,92.1,Alpha,S,S,Perfect,5,0,None
ORD250811034,U12114,2025-01-12 04:21:34,India,Store,Tommy Hilfiger,Outerwear,Coat,Yellow,Rayon,7826.3,60,3130.52,Male,21,178.0,85.8,27.1,Inverted Triangle,104.0,84.7,98.4,Alpha,M,XS,Too Small,1,1,Size too small
ORD250811969,U52538,2024-07-18 23:44:34,India,App,Under Armour,Activewear,Yoga Pants,Maroon,Synthetic,3889.9,20,3111.92,Female,24,145.0,56.2,26.7,Apple,83.5,65.6,86.9,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250810842,U68654,2024-12-28 19:31:34,Germany,Store,Puma,Footwear,Heels,Red,Polyester,11409.61,30,7986.73,Male,43,176.3,67.5,21.7,Apple,96.6,79.1,93.2,Numeric,7,6,Slightly Tight,2,1,Fit was slightly tight
ORD250804994,U61021,2024-04-08 07:12:33,India,Store,Mango,Ethnicwear,Anarkali,Olive,Denim,8830.32,30,6181.22,Male,40,173.6,75.6,25.1,Apple,99.2,80.9,94.5,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250807894,U12455,2024-01-19 20:23:33,USA,Store,Roadster,Bottoms,Trousers,Beige,Silk,1211.86,20,969.49,Female,19,165.1,68.6,25.2,Inverted Triangle,91.9,72.5,96.3,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250802008,U82941,2025-07-03 23:20:32,India,Store,Nike,Tops,Blouse,White,Silk,1077.95,35,700.67,Female,17,163.4,58.2,21.8,Hourglass,86.3,68.4,91.3,Alpha,XS,M,Too Large,1,1,Size too large
ORD250808574,U51132,2025-02-24 22:58:34,India,App,Mango,Dresses,Wrap,Yellow,Wool,5579.05,40,3347.43,Male,29,184.7,86.0,25.2,Plus,105.4,86.0,100.5,Alpha,L,XXL,Too Large,1,1,Size too large
ORD250808924,U83672,2024-10-01 19:26:34,UAE,Web,Adidas,Bottoms,Leggings,Olive,Denim,3688.15,35,2397.3,Male,27,182.4,61.9,18.6,Inverted Triangle,96.2,79.0,94.0,Alpha,M,M,Perfect,5,0,None
ORD250806394,U14373,2025-06-30 21:43:33,Australia,Web,Gap,Tops,Henley,Pink,Polyester,1653.34,40,992.0,Female,28,153.0,70.2,30.0,Hourglass,92.3,72.2,95.3,Alpha,S,XS,Too Small,1,1,Size too small
ORD250805295,U14023,2024-04-26 17:50:33,India,Marketplace,Roadster,Ethnicwear,Lehenga,Maroon,Cotton,5415.87,70,1624.76,Unisex,24,169.5,65.9,22.9,Petite,91.1,72.1,96.0,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250804192,U13678,2025-02-08 18:13:33,India,Web,Nike,Ethnicwear,Saree,Pink,Denim,7243.61,25,5432.71,Female,29,145.3,81.9,38.8,Pear,100.5,77.8,101.5,Alpha,S,L,Too Large,1,1,Size too large
ORD250801793,U15066,2024-02-07 18:24:32,UAE,App,Allen Solly,Ethnicwear,Lehenga,Yellow,Wool,6243.29,40,3745.97,Male,30,167.1,64.4,23.1,Hourglass,93.2,76.2,89.4,Alpha,S,L,Too Large,1,1,Size too large
ORD250803731,U68361,2024-05-05 22:51:33,India,App,Calvin Klein,Activewear,Track Pants,White,Silk,1421.38,25,1066.04,Male,27,173.6,99.0,32.9,Plus,108.5,87.9,100.7,Alpha,L,XL,Slightly Loose,3,1,Fit was slightly loose
ORD250808151,U57556,2024-04-14 19:04:33,Australia,App,Adidas,Ethnicwear,Anarkali,Purple,Cotton,5938.73,25,4454.05,Female,28,176.1,66.6,21.5,Apple,92.6,73.4,98.0,Alpha,S,L,Too Large,1,1,Size too large
ORD250803336,U66218,2024-05-12 18:41:33,India,Store,Forever 21,Tops,Blouse,Navy,Wool,923.88,50,461.94,Unisex,37,180.3,85.6,26.3,Petite,101.6,80.1,106.2,Alpha,M,XS,Too Small,1,1,Size too small
ORD250800308,U87280,2023-10-09 21:31:32,India,App,Under Armour,Tops,Henley,Beige,Polyester,1454.9,30,1018.43,Female,31,152.6,63.6,27.3,Apple,88.3,69.4,91.8,Alpha,XS,M,Too Large,1,1,Size too large
ORD250803615,U90372,2024-11-01 21:45:33,India,Store,U.S. Polo Assn.,Bottoms,Leggings,Purple,Silk,2566.25,15,2181.31,Unisex,41,179.0,60.4,18.9,Rectangle,90.5,72.0,96.5,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250807788,U29171,2024-10-04 02:59:33,India,App,W,Bottoms,Skirt,Grey,Blends,2209.98,25,1657.49,Female,31,164.1,57.3,21.3,Inverted Triangle,86.0,68.2,91.0,Alpha,XS,XS,Perfect,5,0,None
ORD250803274,U97770,2024-03-01 05:17:33,Germany,App,Zara,Footwear,Boots,Black,Rayon,3925.93,25,2944.45,Female,30,167.2,53.1,19.0,Hourglass,84.4,67.2,90.0,Numeric,8,7,Slightly Tight,2,1,Fit was slightly tight
ORD250803573,U71853,2024-03-02 00:01:33,India,App,Gap,Ethnicwear,Kurta,Maroon,Blends,2943.25,50,1471.62,Female,21,163.1,63.4,23.8,Plus,89.0,70.3,93.5,Alpha,S,S,Perfect,5,0,None
ORD250806362,U30622,2024-02-20 04:06:33,USA,Web,U.S. Polo Assn.,Ethnicwear,Kurta,Beige,Rayon,2304.91,5,2189.66,Female,29,152.3,55.1,23.8,Inverted Triangle,83.2,65.7,87.4,Alpha,XS,M,Too Large,1,1,Size too large
ORD250808295,U51246,2023-09-24 03:07:33,Singapore,Web,H&M,Tops,Polo,Olive,Wool,922.77,25,692.08,Female,20,158.9,47.6,18.9,Hourglass,79.8,63.6,85.2,Alpha,XS,M,Too Large,1,1,Size too large
ORD250800955,U55521,2023-11-14 05:26:32,India,App,Roadster,Ethnicwear,Sherwani,Yellow,Synthetic,5880.38,40,3528.23,Female,48,163.3,68.6,25.7,Rectangle,91.8,72.3,95.9,Alpha,S,S,Perfect,5,0,None
ORD250801590,U37351,2024-05-23 20:13:32,India,Web,Roadster,Bottoms,Trousers,Green,Blends,2958.26,20,2366.61,Male,23,173.8,79.3,26.3,Rectangle,100.7,82.0,95.5,Alpha,M,M,Perfect,5,0,None
ORD250809749,U62197,2024-06-19 04:56:34,India,Web,Allen Solly,Ethnicwear,Anarkali,Pink,Linen,4851.03,20,3880.82,Male,25,172.6,104.4,35.0,Apple,110.6,89.4,101.9,Alpha,L,L,Perfect,5,0,None
ORD250804272,U59692,2024-11-26 04:13:33,UK,App,Under Armour,Activewear,Compression Tee,Olive,Cotton,2040.08,50,1020.04,Female,21,164.0,68.6,25.5,Inverted Triangle,91.8,72.4,96.0,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250806986,U99638,2024-10-20 18:30:33,Singapore,Web,Adidas,Activewear,Sports Bra,Olive,Synthetic,1797.67,30,1258.37,Female,33,160.1,51.0,19.9,Plus,81.9,65.1,87.1,Alpha,XS,XS,Perfect,5,0,None
ORD250806058,U16995,2023-12-15 07:10:33,India,App,Under Armour,Tops,Sweatshirt,Navy,Polyester,1209.2,30,846.44,Male,28,168.5,78.9,27.8,Plus,99.6,81.0,93.9,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250807102,U86686,2023-09-11 02:44:33,USA,App,W,Outerwear,Hoodie,Beige,Wool,5060.24,25,3795.18,Female,21,166.3,60.3,21.8,Petite,87.9,69.6,92.9,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250800105,U94675,2024-04-07 20:51:32,Singapore,Web,Van Heusen,Dresses,Wrap,Red,Denim,2136.99,10,1923.29,Female,26,167.3,55.3,19.8,Inverted Triangle,85.5,68.0,91.0,Alpha,XS,M,Too Large,1,1,Size too large
ORD250807136,U18787,2025-02-07 06:36:33,India,App,Roadster,Dresses,Sheath,Black,Silk,4258.7,10,3832.83,Female,32,168.9,67.7,23.7,Petite,91.9,72.7,96.7,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250805756,U29914,2023-09-30 23:04:33,India,App,U.S. Polo Assn.,Activewear,Yoga Pants,White,Rayon,3187.22,30,2231.05,Female,30,169.0,64.2,22.5,Petite,90.2,71.5,95.2,Alpha,S,L,Too Large,1,1,Size too large
ORD250805444,U89747,2023-11-08 17:55:33,UAE,Web,H&M,Footwear,Sandals,Olive,Rayon,4984.97,10,4486.47,Male,37,183.7,82.0,24.3,Inverted Triangle,103.8,84.7,99.2,Numeric,7,7,Perfect,5,0,None
ORD250811083,U98837,2025-06-09 03:22:34,India,Store,Nike,Outerwear,Blazer,Grey,Linen,9924.89,15,8436.16,Female,34,154.4,40.0,16.8,Apple,78.0,60.0,85.0,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250801477,U67616,2024-09-18 23:15:32,India,App,Tommy Hilfiger,Outerwear,Hoodie,Green,Silk,6165.61,10,5549.05,Female,16,166.6,63.2,22.8,Rectangle,89.4,70.7,94.2,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250803470,U40482,2024-07-15 03:25:33,India,Store,Allen Solly,Dresses,Bodycon,Blue,Silk,4413.33,15,3751.33,Female,34,162.9,67.9,25.6,Petite,91.4,72.0,95.5,Alpha,S,XS,Too Small,1,1,Size too small
ORD250807389,U88606,2024-10-25 19:33:33,Canada,Web,Marks & Spencer,Tops,Shirt,Black,Polyester,918.36,40,551.02,Male,34,173.9,84.2,27.8,Petite,102.7,83.5,96.8,Alpha,M,XS,Too Small,1,1,Size too small
ORD250805839,U90804,2023-12-02 03:39:33,India,Web,Adidas,Activewear,Running Shorts,White,Cotton,3899.81,40,2339.89,Male,20,168.8,97.3,34.1,Rectangle,107.4,86.9,99.2,Alpha,L,XXL,Too Large,1,1,Size too large
ORD250810200,U51548,2023-10-08 20:03:34,Singapore,Web,Under Armour,Dresses,Maxi,Navy,Synthetic,2427.81,10,2185.03,Male,32,171.1,88.6,30.3,Inverted Triangle,104.0,84.4,97.3,Alpha,M,M,Perfect,5,0,None
ORD250800541,U65312,2023-10-26 23:05:32,India,App,Allen Solly,Tops,Polo,Green,Leather,818.13,0,818.13,Female,36,167.4,51.5,18.4,Inverted Triangle,83.7,66.7,89.4,Alpha,XS,XS,Perfect,5,0,None
ORD250801497,U23810,2023-12-27 20:51:32,Australia,Store,Biba,Tops,Blouse,Navy,Synthetic,1299.33,30,909.53,Male,47,175.3,59.5,19.4,Athletic,93.2,76.5,90.8,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250807302,U22940,2025-07-08 01:15:33,Australia,Marketplace,Forever 21,Tops,T-Shirt,Yellow,Silk,984.33,10,885.9,Female,21,154.2,48.0,20.2,Plus,79.2,63.0,85.0,Alpha,XS,XS,Perfect,5,0,None
ORD250806102,U21926,2024-10-06 18:28:33,India,Store,Tommy Hilfiger,Bottoms,Jeans,Yellow,Wool,2013.95,20,1611.16,Female,41,158.6,63.8,25.4,Apple,88.8,70.0,92.9,Alpha,S,XS,Too Small,1,1,Size too small
ORD250803342,U93706,2024-10-23 19:02:33,India,Store,W,Accessories,Scarf,Brown,Linen,1612.2,35,1047.93,Unisex,34,171.8,52.3,17.7,Hourglass,85.1,67.9,91.1,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250804530,U40431,2025-02-13 06:51:33,Australia,Web,Forever 21,Outerwear,Cardigan,Green,Denim,4250.86,0,4250.86,Female,23,169.8,69.9,24.2,Apple,93.1,73.6,97.8,Alpha,S,XS,Too Small,1,1,Size too small
ORD250811377,U92985,2025-01-28 00:33:34,Singapore,App,Forever 21,Ethnicwear,Kurta,White,Leather,2152.8,10,1937.52,Female,22,169.7,62.4,21.7,Hourglass,89.5,70.9,94.6,Alpha,S,S,Perfect,5,0,None
ORD250807907,U68017,2025-05-17 06:07:33,Singapore,Web,Marks & Spencer,Ethnicwear,Sherwani,Brown,Blends,6572.05,25,4929.04,Female,37,152.6,53.1,22.8,Hourglass,82.0,64.9,86.4,Alpha,XS,M,Too Large,1,1,Size too large
ORD250804755,U25174,2025-01-10 22:24:33,UK,Web,U.S. Polo Assn.,Accessories,Socks,Olive,Wool,2602.99,20,2082.39,Male,20,190.1,59.0,16.3,Pear,97.7,80.4,96.2,Alpha,M,XL,Too Large,1,1,Size too large
ORD250810864,U27108,2025-06-11 21:38:34,India,Store,Marks & Spencer,Ethnicwear,Kurti,Beige,Wool,4306.1,25,3229.58,Unisex,29,161.8,76.7,29.3,Petite,96.0,75.3,99.4,Alpha,S,S,Perfect,5,0,None
ORD250808410,U85617,2025-08-17 22:25:34,India,Web,Gap,Accessories,Scarf,Grey,Leather,2702.17,35,1756.41,Female,21,157.7,69.3,27.9,Inverted Triangle,91.8,72.1,95.4,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250802138,U15105,2024-01-19 04:39:32,India,App,Roadster,Dresses,Sheath,Navy,Rayon,4673.14,10,4205.83,Male,21,172.3,67.1,22.6,Apple,95.5,78.1,91.8,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250804389,U26224,2024-09-14 21:44:33,India,Store,Adidas,Outerwear,Blazer,Black,Wool,8868.39,35,5764.45,Female,18,162.1,50.2,19.1,Petite,81.9,65.2,87.3,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250803282,U15363,2023-10-31 21:03:33,UAE,Web,Puma,Dresses,Bodycon,Olive,Denim,5121.18,40,3072.71,Female,18,159.8,56.7,22.2,Rectangle,85.0,67.3,89.7,Alpha,XS,XS,Perfect,5,0,None
ORD250809881,U14113,2024-08-15 17:43:34,India,App,Adidas,Tops,Blouse,Green,Wool,1994.31,25,1495.73,Male,25,170.8,70.4,24.1,Pear,96.5,78.8,92.2,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250800351,U11653,2025-05-14 02:19:32,India,App,Calvin Klein,Dresses,Maxi,Blue,Cotton,6036.26,25,4527.19,Male,27,164.7,67.2,24.8,Inverted Triangle,93.9,76.6,89.5,Alpha,S,L,Too Large,1,1,Size too large
ORD250802145,U47940,2025-05-03 19:31:32,India,Web,H&M,Bottoms,Jeans,Red,Polyester,2356.19,25,1767.14,Male,39,174.7,88.2,28.9,Pear,104.4,84.8,98.1,Alpha,M,XL,Too Large,1,1,Size too large
ORD250807959,U43469,2025-02-28 01:08:33,India,App,Gap,Tops,Blouse,Brown,Wool,924.86,25,693.64,Male,28,184.9,62.1,18.2,Pear,97.1,79.8,94.9,Alpha,M,XS,Too Small,1,1,Size too small
ORD250809554,U33407,2024-08-29 03:08:34,India,Store,Van Heusen,Activewear,Yoga Pants,Yellow,Leather,2455.52,20,1964.42,Female,35,159.5,68.8,27.0,Plus,91.6,72.0,95.4,Alpha,S,XS,Too Small,1,1,Size too small
ORD250810917,U17015,2024-01-20 20:23:34,India,Marketplace,Calvin Klein,Outerwear,Cardigan,Maroon,Linen,10483.76,20,8387.01,Male,16,172.4,79.0,26.6,Inverted Triangle,100.3,81.7,95.0,Alpha,M,XS,Too Small,1,1,Size too small
ORD250801300,U79914,2024-03-08 00:07:32,India,App,FabIndia,Dresses,Sheath,Black,Synthetic,2049.32,70,614.8,Female,24,168.7,62.1,21.8,Apple,89.2,70.7,94.3,Alpha,S,S,Perfect,5,0,None
ORD250801054,U60299,2025-07-21 23:39:32,Singapore,App,Nike,Dresses,Bodycon,Grey,Rayon,2407.98,5,2287.58,Female,24,159.4,60.3,23.7,Inverted Triangle,86.9,68.7,91.3,Alpha,XS,M,Too Large,1,1,Size too large
ORD250807304,U46991,2023-12-24 22:17:33,Canada,Web,Gap,Footwear,Boots,Black,Synthetic,8672.17,35,5636.91,Female,36,161.1,53.5,20.6,Rectangle,83.4,66.3,88.6,Numeric,6,5,Slightly Tight,2,1,Fit was slightly tight
ORD250806501,U66128,2024-06-10 23:38:33,India,Web,Nike,Ethnicwear,Kurta,Olive,Denim,3700.12,0,3700.12,Female,24,161.0,69.2,26.7,Hourglass,91.9,72.3,95.8,Alpha,S,S,Perfect,5,0,None
ORD250807809,U24770,2024-02-02 18:42:33,India,App,Allen Solly,Bottoms,Shorts,Black,Polyester,2506.75,0,2506.75,Female,39,155.3,67.4,27.9,Hourglass,90.6,71.2,94.1,Alpha,S,XS,Too Small,1,1,Size too small
ORD250806605,U87065,2024-11-24 22:48:33,Canada,App,Zara,Tops,Shirt,Pink,Synthetic,1723.34,25,1292.5,Male,27,186.5,77.1,22.2,Rectangle,102.8,84.1,99.0,Alpha,M,XL,Too Large,1,1,Size too large
ORD250811286,U29944,2024-12-02 00:01:34,Singapore,App,Forever 21,Bottoms,Chinos,Grey,Synthetic,1456.85,15,1238.32,Female,25,152.3,77.5,33.4,Plus,96.7,75.4,99.0,Alpha,S,S,Perfect,5,0,None
ORD250810136,U22267,2025-06-05 23:39:34,India,App,Adidas,Bottoms,Skirt,Pink,Rayon,1956.55,30,1369.58,Unisex,21,164.9,87.1,32.0,Rectangle,101.4,79.3,104.4,Alpha,M,M,Perfect,5,0,None
ORD250808724,U71652,2025-04-29 22:33:34,India,App,Gap,Footwear,Loafers,Navy,Wool,6857.53,10,6171.78,Male,23,180.0,54.9,16.9,Inverted Triangle,92.9,76.4,91.4,Numeric,8,9,Slightly Loose,3,1,Fit was slightly loose
ORD250800083,U44782,2023-12-19 19:05:32,India,App,Marks & Spencer,Outerwear,Puffer,White,Leather,7642.19,50,3821.09,Male,42,162.1,68.2,26.0,Hourglass,93.9,76.5,89.1,Alpha,S,S,Perfect,5,0,None
ORD250801267,U20345,2024-11-19 00:03:32,India,Web,Uniqlo,Outerwear,Coat,Pink,Leather,5161.89,15,4387.61,Male,18,172.1,64.7,21.8,Athletic,94.5,77.3,91.1,Alpha,S,S,Perfect,5,0,None
ORD250805507,U92671,2024-08-13 21:15:33,India,App,H&M,Bottoms,Trousers,Blue,Rayon,1220.27,0,1220.27,Female,22,165.2,59.2,21.7,Athletic,87.1,69.1,92.1,Alpha,XS,XS,Perfect,5,0,None
ORD250800870,U40710,2025-07-19 20:09:32,Singapore,App,Van Heusen,Tops,Sweatshirt,Purple,Silk,970.91,25,728.18,Female,23,159.8,55.4,21.7,Rectangle,84.3,66.8,89.1,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250805420,U76288,2024-11-09 23:05:33,India,Web,Nike,Accessories,Backpack,Brown,Rayon,978.1,20,782.48,Unisex,43,173.7,54.9,18.2,Petite,86.7,69.1,92.7,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250809045,U28199,2024-07-28 04:51:34,Canada,Web,Gap,Footwear,Sneakers,Olive,Rayon,7679.87,15,6527.89,Unisex,22,170.7,83.5,28.7,Apple,99.8,78.4,103.6,Numeric,8,8,Perfect,5,0,None
ORD250802771,U13352,2024-11-28 00:05:33,India,Store,Biba,Activewear,Track Pants,Olive,Linen,1895.61,30,1326.93,Male,25,171.8,82.5,28.0,Plus,101.6,82.7,95.8,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250802493,U29561,2024-07-23 07:00:32,USA,Store,Puma,Outerwear,Blazer,Olive,Cotton,5989.51,10,5390.56,Unisex,17,172.8,60.2,20.2,Hourglass,89.0,70.7,94.6,Alpha,S,XS,Too Small,1,1,Size too small
ORD250811001,U16284,2025-04-05 04:37:34,Australia,App,Allen Solly,Ethnicwear,Kurta,Yellow,Linen,5216.97,35,3391.03,Female,38,161.3,70.6,27.1,Rectangle,92.7,72.9,96.5,Alpha,S,XS,Too Small,1,1,Size too small
ORD250809503,U50832,2024-01-01 02:14:34,India,App,Calvin Klein,Footwear,Loafers,Yellow,Wool,8915.57,40,5349.34,Female,23,160.7,70.9,27.5,Rectangle,92.8,72.9,96.5,Numeric,9,9,Perfect,5,0,None
ORD250803636,U64747,2024-08-09 06:40:33,India,App,Puma,Activewear,Compression Tee,Pink,Cotton,3244.04,25,2433.03,Female,44,158.8,73.5,29.1,Petite,94.2,73.8,97.5,Alpha,S,S,Perfect,5,0,None
ORD250805879,U13154,2023-12-01 22:37:33,India,App,Gap,Bottoms,Chinos,Navy,Blends,2588.62,5,2459.19,Female,24,162.4,64.7,24.5,Plus,89.6,70.7,94.0,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250804605,U10594,2024-12-05 04:20:33,India,Web,Mango,Tops,Polo,Grey,Cotton,974.95,35,633.72,Female,28,150.5,54.2,23.9,Petite,82.5,65.1,86.6,Alpha,XS,XS,Perfect,5,0,None
ORD250804103,U23610,2024-04-25 03:22:33,India,App,Mango,Accessories,Handbag,Blue,Silk,1257.4,40,754.44,Female,29,155.5,74.5,30.8,Inverted Triangle,94.7,74.1,97.7,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250800736,U30103,2024-06-03 21:12:32,India,App,Van Heusen,Ethnicwear,Sherwani,Maroon,Rayon,3197.54,10,2877.79,Female,28,164.0,68.3,25.4,Petite,91.7,72.3,95.9,Alpha,S,L,Too Large,1,1,Size too large
ORD250809585,U28636,2024-11-28 06:36:34,India,Web,W,Footwear,Running Shoes,Beige,Silk,2237.29,10,2013.56,Male,46,182.6,66.1,19.8,Rectangle,97.8,80.2,95.0,Numeric,12,12,Slightly Loose,3,1,Fit was slightly loose
ORD250803889,U84868,2024-06-02 02:31:33,India,Store,Gap,Outerwear,Blazer,Purple,Denim,6628.35,25,4971.26,Female,33,158.2,61.0,24.4,Pear,87.2,68.8,91.4,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250811822,U53773,2023-08-25 02:36:34,India,Web,Zara,Activewear,Track Pants,Pink,Silk,1743.57,30,1220.5,Male,31,171.8,55.3,18.7,Pear,90.6,74.4,88.4,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250801032,U30848,2023-09-03 21:07:32,India,App,Tommy Hilfiger,Bottoms,Jeans,Brown,Synthetic,3640.27,15,3094.23,Male,35,165.2,50.0,18.3,Rectangle,86.4,71.0,85.0,Alpha,S,XS,Too Small,1,1,Size too small
ORD250801891,U94221,2023-11-08 17:41:32,UK,Web,Adidas,Activewear,Track Pants,White,Polyester,3580.26,20,2864.21,Male,43,159.8,95.5,37.4,Hourglass,106.4,85.8,97.0,Alpha,M,M,Perfect,5,0,None
ORD250805409,U75170,2025-01-12 06:03:33,Germany,Store,Adidas,Tops,Shirt,Black,Linen,1284.19,20,1027.35,Female,24,161.6,56.8,21.8,Rectangle,85.3,67.6,90.2,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250800965,U51963,2025-05-12 06:09:32,Canada,App,Uniqlo,Accessories,Cap,Maroon,Linen,524.01,25,393.01,Female,34,156.6,57.0,23.2,Pear,84.7,67.0,89.2,Alpha,XS,XS,Perfect,5,0,None
ORD250802275,U70644,2024-01-12 23:00:32,India,Web,Biba,Activewear,Tank,Maroon,Leather,2517.39,40,1510.43,Female,32,155.9,47.7,19.6,Rectangle,79.3,63.1,85.0,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250804227,U98863,2025-01-21 02:11:33,India,Web,Biba,Tops,Blouse,Navy,Polyester,1773.81,0,1773.81,Female,23,154.3,40.1,16.8,Plus,78.0,60.0,85.0,Alpha,XS,XS,Perfect,5,0,None
ORD250804636,U19825,2025-06-16 00:25:33,India,Store,Mango,Outerwear,Hoodie,Green,Leather,9349.56,20,7479.65,Unisex,29,167.9,88.1,31.3,Hourglass,101.9,79.8,105.1,Alpha,M,XS,Too Small,1,1,Size too small
ORD250801002,U15161,2024-08-12 01:14:32,India,Marketplace,Gap,Outerwear,Hoodie,Navy,Cotton,7499.54,20,5999.63,Male,19,157.9,50.0,20.1,Hourglass,85.0,70.0,85.0,Alpha,S,S,Perfect,5,0,None
ORD250804798,U13622,2024-11-08 01:22:33,USA,App,Marks & Spencer,Tops,Shirt,Blue,Linen,1767.76,25,1325.82,Male,32,185.3,70.3,20.5,Apple,100.1,82.0,97.0,Alpha,M,XL,Too Large,1,1,Size too large
ORD250803174,U84695,2025-04-22 05:49:33,India,App,Uniqlo,Ethnicwear,Saree,Olive,Rayon,7073.8,35,4597.97,Female,19,145.0,76.8,36.5,Rectangle,97.2,75.4,98.6,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250809209,U67799,2023-12-16 01:37:34,India,App,Mango,Tops,Blouse,Brown,Polyester,1974.7,40,1184.82,Female,34,163.6,62.1,23.2,Pear,88.4,69.9,93.1,Alpha,XS,M,Too Large,1,1,Size too large
ORD250809464,U95206,2024-06-23 06:18:34,Singapore,App,Mango,Bottoms,Leggings,Navy,Wool,2793.46,70,838.04,Female,27,166.4,61.1,22.1,Inverted Triangle,88.3,70.0,93.3,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
